EXPERIMENT ID	PUBMED ID	SPECIES	EXPERIMENT DESCRIPTION	SAMPLE	SAMPLE SOURCE	SAMPLE NAME	IDENTIFICATIONS	METHODS	YEAR	ISOLATION METHOD	VESICLE TYPE
1356	32438511	Homo sapiens	Exosomes Derived from the Human Primary Colorectal Cancer Cell Line SW480 Orchestrate Fibroblast-Led Cancer Invasion 	Colorectal cancer cells	cl	SW480 - Fraction 7	Protein	Western blotting	2020	Differential centrifugation|Filtration|OptiPrep density gradient centrifugation|Ultracentrifugation	Exosomes
1357	32438511	Homo sapiens	Exosomes Derived from the Human Primary Colorectal Cancer Cell Line SW480 Orchestrate Fibroblast-Led Cancer Invasion 	Colorectal cancer cells	cl	SW480 - Fraction 6	Protein	Western blotting	2020	Differential centrifugation|Filtration|OptiPrep density gradient centrifugation|Ultracentrifugation	Exosomes
1358	32438511	Homo sapiens	Exosomes Derived from the Human Primary Colorectal Cancer Cell Line SW480 Orchestrate Fibroblast-Led Cancer Invasion 	Colorectal cancer cells	cl	SW480 - Fraction 7	Protein	Western blotting	2020	Differential centrifugation|Filtration|OptiPrep density gradient centrifugation|Ultracentrifugation	Exosomes
1359	32132711	Homo sapiens	Decoy exosomes provide protection against bacterial toxins 	Lung cancer cells	cl	A549	Protein	Western blotting|Flow cytometry	2020	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1360	32132711	Homo sapiens	Decoy exosomes provide protection against bacterial toxins 	Lung cancer cells	cl	A549	Protein	Western blotting|Flow cytometry	2020	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1361	32132711	Homo sapiens	Decoy exosomes provide protection against bacterial toxins 	Lung cancer cells	cl	A549 - 4K Pellet	Protein	Western blotting	2020	Differential centrifugation|Filtration|Ultracentrifugation	Extracellular vesicles
1362	32132711	Homo sapiens	Decoy exosomes provide protection against bacterial toxins 	Lung cancer cells	cl	A549 - 10K pellet	Protein	Western blotting	2020	Differential centrifugation|Filtration|Ultracentrifugation	Extracellular vesicles
1363	32132711	Homo sapiens	Decoy exosomes provide protection against bacterial toxins 	Lung cancer cells	cl	A549 - 100K pellet	Protein	Western blotting	2020	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1364	32132711	Homo sapiens	Decoy exosomes provide protection against bacterial toxins 	Lung cancer cells	cl	A549	Protein	Western blotting	2020	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1365	32132711	Homo sapiens	Decoy exosomes provide protection against bacterial toxins 	Lung cancer cells	cl	A549	Protein	Western blotting	2020	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1366	32132711	Mus musculus	Decoy exosomes provide protection against bacterial toxins 	Plasma	ts	Plasma - C57BL/6	Protein	Western blotting	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1367	32132711	Mus musculus	Decoy exosomes provide protection against bacterial toxins 	Plasma	ts	Plasma - C57BL/6	Protein	Western blotting|Mass spectrometry	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1368	32132711	Mus musculus	Decoy exosomes provide protection against bacterial toxins 	Plasma	ts	Plasma - C57BL/6	Protein	Western blotting|Mass spectrometry	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1369	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	Ca9-22	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1370	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	HO-1-u-1	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1371	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	SAS	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1372	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	HSC-2	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1373	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	HSC-4	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1374	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	HSC-3	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1375	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	HSC-3-M3	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1376	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	HSC-3-M3	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1377	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral cancer cells	cl	HSC-3-M3	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1378	33144925	Homo sapiens	Triple knockdown of CDC37, HSP90-alpha and HSP90-beta diminishes extracellular vesicles-driven malignancy events and macrophage M2 polarization in oral cancer 	Oral epithelial cells	cl	RT-7	Protein	Western blotting	2020	Differential centrifugation|Filtration|Centrifugal ultrafiltration|Total Exosome Isolation Reagent	Extracellular vesicles
1379	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - WT C57BL/6	Protein	ELISA	2020	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1380	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - WT C57BL/6	Protein	Western blotting	2020	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1381	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - WT C57BL/6	Protein	ELISA	2020	Differential centrifugation|ExoQuick Kit	Extracellular vesicles
1382	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - WT C57BL/6	Protein	ELISA	2020	Differential centrifugation|ExoQuick Kit	Extracellular vesicles
1383	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - WT C57BL/6	Protein	ELISA	2020	Differential centrifugation|ExoQuick Kit	Extracellular vesicles
1384	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - P2rx7-/-  C57BL/6	Protein	ELISA	2020	Differential centrifugation|ExoQuick Kit	Extracellular vesicles
1385	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - P2rx7-/-  C57BL/6	Protein	ELISA	2020	Differential centrifugation|ExoQuick Kit	Extracellular vesicles
1386	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - P2rx7-/-  C57BL/6	Protein	ELISA	2020	Differential centrifugation|ExoQuick Kit	Extracellular vesicles
1387	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - WT C57BL/6	Protein	Western blotting	2020	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1388	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - WT C57BL/6	Protein	Western blotting	2020	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1389	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - Casp1/11-/- C57BL/6	Protein	Western blotting	2020	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1390	33135636	Mus musculus	CD14 release induced by P2X7 receptor restricts inflammation and increases survival during sepsis	Macrophage	ts	Bone marrow-derived macrophages - Nlrp3-/- C57BL/6	Protein	Western blotting	2020	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1391	32939236	Homo sapiens	Salivary extracellular vesicles inhibit Zika virus but not SARS-CoV-2 infection	Saliva	ts	Saliva - pooled	Protein	Western blotting	2020	Centrifugation|Filtration|Centrifugal ultrafiltration	Extracellular vesicles
1392	32939236	Homo sapiens	Salivary extracellular vesicles inhibit Zika virus but not SARS-CoV-2 infection	Saliva	ts	Saliva - pooled (13.1 µg protein)	Protein	Western blotting	2020	Differential centrifugation|Tangential flow filtration|Size exclusion chromatography	Extracellular vesicles
1393	32939236	Homo sapiens	Salivary extracellular vesicles inhibit Zika virus but not SARS-CoV-2 infection	Saliva	ts	Saliva - pooled (7.1 µg protein)	Protein	Western blotting	2020	Differential centrifugation|Tangential flow filtration|Size exclusion chromatography	Extracellular vesicles
1394	32939236	Homo sapiens	Salivary extracellular vesicles inhibit Zika virus but not SARS-CoV-2 infection	Saliva	ts	Saliva - pooled (CD9, CD63, and CD81-positive EVs)	Protein|Lipid	Flow cytometry	2020	Differential centrifugation|Tangential flow filtration|Size exclusion chromatography	Extracellular vesicles
1395	32939236	Homo sapiens	Salivary extracellular vesicles inhibit Zika virus but not SARS-CoV-2 infection	Saliva	ts	Saliva - pooled (CD9-positive EVs)	Protein|Lipid	Flow cytometry	2020	Differential centrifugation|Tangential flow filtration|Size exclusion chromatography	Extracellular vesicles
1396	32939236	Homo sapiens	Salivary extracellular vesicles inhibit Zika virus but not SARS-CoV-2 infection	Saliva	ts	Saliva - pooled (CD63-positive EVs)	Protein|Lipid	Flow cytometry	2020	Differential centrifugation|Tangential flow filtration|Size exclusion chromatography	Extracellular vesicles
1397	32939236	Homo sapiens	Salivary extracellular vesicles inhibit Zika virus but not SARS-CoV-2 infection	Saliva	ts	Saliva - pooled (CD81-positive EVs)	Protein|Lipid	Flow cytometry	2020	Differential centrifugation|Tangential flow filtration|Size exclusion chromatography	Extracellular vesicles
1398	35165262	Homo sapiens	DNAJB8 in small extracellular vesicles promotes Oxaliplatin resistance through TP53/MDR1 pathway in colon cancer 	Colon cancer cells	cl	SW480	Protein	Western blotting	2022	Differential centrifugation|Tangential flow filtration|Ultracentrifugation	Extracellular vesicles
1399	35165262	Homo sapiens	DNAJB8 in small extracellular vesicles promotes Oxaliplatin resistance through TP53/MDR1 pathway in colon cancer 	Colon cancer cells	cl	SW480 - Oxaliplatin-resistant	Protein	Western blotting	2022	Differential centrifugation|Tangential flow filtration|Ultracentrifugation	Extracellular vesicles
