CONTENT ID	CONTENT TYPE	LIPID ID	SPECIES	EXPERIMENT ID	METHODS
1195	lipid	PE(44:4)	Mus musculus	1321	Mass spectrometry
1196	lipid	PE(44:3)	Mus musculus	1321	Mass spectrometry
1197	lipid	PE(44:2)	Mus musculus	1321	Mass spectrometry
1198	lipid	PE-Cer(16:1)	Mus musculus	1321	Mass spectrometry
1199	lipid	PE-Cer(16:0)	Mus musculus	1321	Mass spectrometry
1200	lipid	PE-Cer(18:1)	Mus musculus	1321	Mass spectrometry
1201	lipid	PE-Cer(18:0)	Mus musculus	1321	Mass spectrometry
1202	lipid	PE-Cer(24:0)	Mus musculus	1321	Mass spectrometry
1203	lipid	ePE(32:3)	Mus musculus	1321	Mass spectrometry
1204	lipid	ePE(32:2)	Mus musculus	1321	Mass spectrometry
1205	lipid	ePE(32:1)	Mus musculus	1321	Mass spectrometry
1206	lipid	ePE(32:0)	Mus musculus	1321	Mass spectrometry
1207	lipid	ePE(34:4)	Mus musculus	1321	Mass spectrometry
1208	lipid	ePE(34:3)	Mus musculus	1321	Mass spectrometry
1209	lipid	ePE(34:2)	Mus musculus	1321	Mass spectrometry
1210	lipid	ePE(34:1)	Mus musculus	1321	Mass spectrometry
1211	lipid	ePE(34:0)	Mus musculus	1321	Mass spectrometry
1212	lipid	ePE(36:5)	Mus musculus	1321	Mass spectrometry
1213	lipid	ePE(36:4)	Mus musculus	1321	Mass spectrometry
1214	lipid	ePE(36:3)	Mus musculus	1321	Mass spectrometry
1215	lipid	ePE(36:2)	Mus musculus	1321	Mass spectrometry
1216	lipid	ePE(36:1)	Mus musculus	1321	Mass spectrometry
1217	lipid	ePE(36:0)	Mus musculus	1321	Mass spectrometry
1218	lipid	ePE(38:6)	Mus musculus	1321	Mass spectrometry
1219	lipid	ePE(38:5)	Mus musculus	1321	Mass spectrometry
1220	lipid	ePE(38:4)	Mus musculus	1321	Mass spectrometry
1221	lipid	ePE(38:3)	Mus musculus	1321	Mass spectrometry
1222	lipid	ePE(38:2)	Mus musculus	1321	Mass spectrometry
1223	lipid	ePE(38:1)	Mus musculus	1321	Mass spectrometry
1224	lipid	ePE(38:0)	Mus musculus	1321	Mass spectrometry
1225	lipid	ePE(40:6)	Mus musculus	1321	Mass spectrometry
1226	lipid	ePE(40:5)	Mus musculus	1321	Mass spectrometry
1227	lipid	ePE(40:4)	Mus musculus	1321	Mass spectrometry
1228	lipid	ePE(40:3)	Mus musculus	1321	Mass spectrometry
1229	lipid	ePE(40:2)	Mus musculus	1321	Mass spectrometry
1230	lipid	PI(34:4)	Mus musculus	1321	Mass spectrometry
1231	lipid	PI(34:3)	Mus musculus	1321	Mass spectrometry
1232	lipid	PI(34:2)	Mus musculus	1321	Mass spectrometry
1233	lipid	PI(34:1)	Mus musculus	1321	Mass spectrometry
1234	lipid	PI(36:6)	Mus musculus	1321	Mass spectrometry
1235	lipid	PI(36:5)	Mus musculus	1321	Mass spectrometry
1236	lipid	PI(36:4)	Mus musculus	1321	Mass spectrometry
1237	lipid	PI(36:3)	Mus musculus	1321	Mass spectrometry
1238	lipid	PI(36:2)	Mus musculus	1321	Mass spectrometry
1239	lipid	PI(36:1)	Mus musculus	1321	Mass spectrometry
1240	lipid	PI(38:6)	Mus musculus	1321	Mass spectrometry
1241	lipid	PI(38:5)	Mus musculus	1321	Mass spectrometry
1242	lipid	PI(38:4)	Mus musculus	1321	Mass spectrometry
1243	lipid	PI(38:3)	Mus musculus	1321	Mass spectrometry
1244	lipid	PI(38:2)	Mus musculus	1321	Mass spectrometry
1245	lipid	PI(38:1)	Mus musculus	1321	Mass spectrometry
1246	lipid	PI(38:0)	Mus musculus	1321	Mass spectrometry
1247	lipid	PI(40:8)	Mus musculus	1321	Mass spectrometry
1248	lipid	PI(40:7)	Mus musculus	1321	Mass spectrometry
1249	lipid	PI(40:6)	Mus musculus	1321	Mass spectrometry
1250	lipid	PI(40:5)	Mus musculus	1321	Mass spectrometry
1251	lipid	PI(40:4)	Mus musculus	1321	Mass spectrometry
1252	lipid	PI(40:3)	Mus musculus	1321	Mass spectrometry
1253	lipid	PI(40:2)	Mus musculus	1321	Mass spectrometry
1254	lipid	PI(40:1)	Mus musculus	1321	Mass spectrometry
1255	lipid	PI(40:0)	Mus musculus	1321	Mass spectrometry
1256	lipid	PI(42:10)	Mus musculus	1321	Mass spectrometry
1257	lipid	PI(42:9)	Mus musculus	1321	Mass spectrometry
1258	lipid	PI(42:8)	Mus musculus	1321	Mass spectrometry
1259	lipid	PI(42:7)	Mus musculus	1321	Mass spectrometry
1260	lipid	PI(42:6)	Mus musculus	1321	Mass spectrometry
1261	lipid	PI(42:5)	Mus musculus	1321	Mass spectrometry
1262	lipid	PI(42:4)	Mus musculus	1321	Mass spectrometry
1263	lipid	PI(42:3)	Mus musculus	1321	Mass spectrometry
1264	lipid	PI(42:2)	Mus musculus	1321	Mass spectrometry
1265	lipid	PI(44:12)	Mus musculus	1321	Mass spectrometry
1266	lipid	PI(44:11)	Mus musculus	1321	Mass spectrometry
1267	lipid	PI(44:10)	Mus musculus	1321	Mass spectrometry
1268	lipid	PI(44:9)	Mus musculus	1321	Mass spectrometry
1269	lipid	PI(44:8)	Mus musculus	1321	Mass spectrometry
1270	lipid	PI(44:7)	Mus musculus	1321	Mass spectrometry
1271	lipid	PI(44:6)	Mus musculus	1321	Mass spectrometry
1272	lipid	PI(44:5)	Mus musculus	1321	Mass spectrometry
1273	lipid	PI(44:4)	Mus musculus	1321	Mass spectrometry
1274	lipid	PI(44:3)	Mus musculus	1321	Mass spectrometry
1275	lipid	PI(44:2)	Mus musculus	1321	Mass spectrometry
1276	lipid	PS(32:1)	Mus musculus	1321	Mass spectrometry
1277	lipid	PS(32:0)	Mus musculus	1321	Mass spectrometry
1278	lipid	PS(34:4)	Mus musculus	1321	Mass spectrometry
1279	lipid	PS(34:3)	Mus musculus	1321	Mass spectrometry
1280	lipid	PS(34:2)	Mus musculus	1321	Mass spectrometry
1281	lipid	PS(34:1)	Mus musculus	1321	Mass spectrometry
1282	lipid	PS(34:0)	Mus musculus	1321	Mass spectrometry
1283	lipid	PS(36:6)	Mus musculus	1321	Mass spectrometry
1284	lipid	PS(36:5)	Mus musculus	1321	Mass spectrometry
1285	lipid	PS(36:4)	Mus musculus	1321	Mass spectrometry
1286	lipid	PS(36:3)	Mus musculus	1321	Mass spectrometry
1287	lipid	PS(36:2)	Mus musculus	1321	Mass spectrometry
1288	lipid	PS(36:1)	Mus musculus	1321	Mass spectrometry
1289	lipid	PS(36:0)	Mus musculus	1321	Mass spectrometry
1290	lipid	PS(38:7)	Mus musculus	1321	Mass spectrometry
1291	lipid	PS(38:6)	Mus musculus	1321	Mass spectrometry
1292	lipid	PS(38:5)	Mus musculus	1321	Mass spectrometry
1293	lipid	PS(38:4)	Mus musculus	1321	Mass spectrometry
1294	lipid	PS(38:3)	Mus musculus	1321	Mass spectrometry
1295	lipid	PS(38:2)	Mus musculus	1321	Mass spectrometry
1296	lipid	PS(38:1)	Mus musculus	1321	Mass spectrometry
1297	lipid	PS(38:0)	Mus musculus	1321	Mass spectrometry
1298	lipid	PS(40:8)	Mus musculus	1321	Mass spectrometry
1299	lipid	PS(40:7)	Mus musculus	1321	Mass spectrometry
1300	lipid	PS(40:6)	Mus musculus	1321	Mass spectrometry
1301	lipid	PS(40:5)	Mus musculus	1321	Mass spectrometry
1302	lipid	PS(40:4)	Mus musculus	1321	Mass spectrometry
1303	lipid	PS(40:3)	Mus musculus	1321	Mass spectrometry
1304	lipid	PS(40:2)	Mus musculus	1321	Mass spectrometry
1305	lipid	PS(40:1)	Mus musculus	1321	Mass spectrometry
1306	lipid	PS(42:11)	Mus musculus	1321	Mass spectrometry
1307	lipid	PS(42:10)	Mus musculus	1321	Mass spectrometry
1308	lipid	PS(42:9)	Mus musculus	1321	Mass spectrometry
1309	lipid	PS(42:8)	Mus musculus	1321	Mass spectrometry
1310	lipid	PS(42:7)	Mus musculus	1321	Mass spectrometry
1311	lipid	PS(42:6)	Mus musculus	1321	Mass spectrometry
1312	lipid	PS(42:5)	Mus musculus	1321	Mass spectrometry
1313	lipid	PS(44:12)	Mus musculus	1321	Mass spectrometry
1314	lipid	PS(44:11)	Mus musculus	1321	Mass spectrometry
1315	lipid	PS(44:10)	Mus musculus	1321	Mass spectrometry
1316	lipid	PS(44:9)	Mus musculus	1321	Mass spectrometry
1317	lipid	PS(44:8)	Mus musculus	1321	Mass spectrometry
1318	lipid	PS(44:7)	Mus musculus	1321	Mass spectrometry
1319	lipid	PS(44:6)	Mus musculus	1321	Mass spectrometry
1320	lipid	PS(44:5)	Mus musculus	1321	Mass spectrometry
1321	lipid	PS(44:4)	Mus musculus	1321	Mass spectrometry
1322	lipid	PS(44:3)	Mus musculus	1321	Mass spectrometry
1323	lipid	PS(44:2)	Mus musculus	1321	Mass spectrometry
1324	lipid	ePS(34:2)	Mus musculus	1321	Mass spectrometry
1325	lipid	ePS(34:1)	Mus musculus	1321	Mass spectrometry
1326	lipid	ePS(36:3)	Mus musculus	1321	Mass spectrometry
1327	lipid	ePS(36:2)	Mus musculus	1321	Mass spectrometry
1328	lipid	ePS(36:1)	Mus musculus	1321	Mass spectrometry
1329	lipid	ePS(36:0)	Mus musculus	1321	Mass spectrometry
1330	lipid	ePS(38:6)	Mus musculus	1321	Mass spectrometry
1331	lipid	ePS(38:5)	Mus musculus	1321	Mass spectrometry
1332	lipid	ePS(38:4)	Mus musculus	1321	Mass spectrometry
1333	lipid	ePS(38:3)	Mus musculus	1321	Mass spectrometry
1334	lipid	ePS(38:2)	Mus musculus	1321	Mass spectrometry
1335	lipid	ePS(38:1)	Mus musculus	1321	Mass spectrometry
1336	lipid	ePS(40:5)	Mus musculus	1321	Mass spectrometry
1337	lipid	ePS(40:4)	Mus musculus	1321	Mass spectrometry
1338	lipid	ePS(40:3)	Mus musculus	1321	Mass spectrometry
1339	lipid	ePS(40:2)	Mus musculus	1321	Mass spectrometry
1340	lipid	PA(32:4)	Mus musculus	1321	Mass spectrometry
1341	lipid	PA(32:3)	Mus musculus	1321	Mass spectrometry
1342	lipid	PA(32:2)	Mus musculus	1321	Mass spectrometry
1343	lipid	PA(32:1)	Mus musculus	1321	Mass spectrometry
1344	lipid	PA(32:0)	Mus musculus	1321	Mass spectrometry
1345	lipid	PA(34:4)	Mus musculus	1321	Mass spectrometry
1346	lipid	PA(34:3)	Mus musculus	1321	Mass spectrometry
1347	lipid	PA(34:2)	Mus musculus	1321	Mass spectrometry
1348	lipid	PA(34:1)	Mus musculus	1321	Mass spectrometry
1349	lipid	PA(36:6)	Mus musculus	1321	Mass spectrometry
1350	lipid	PA(36:5)	Mus musculus	1321	Mass spectrometry
1351	lipid	PA(36:4)	Mus musculus	1321	Mass spectrometry
1352	lipid	PA(36:3)	Mus musculus	1321	Mass spectrometry
1353	lipid	PA(36:2)	Mus musculus	1321	Mass spectrometry
1354	lipid	PA(38:6)	Mus musculus	1321	Mass spectrometry
1355	lipid	PA(38:5)	Mus musculus	1321	Mass spectrometry
1356	lipid	PA(38:4)	Mus musculus	1321	Mass spectrometry
1357	lipid	PA(38:3)	Mus musculus	1321	Mass spectrometry
1358	lipid	PA(38:2)	Mus musculus	1321	Mass spectrometry
1359	lipid	PA(40:7)	Mus musculus	1321	Mass spectrometry
1360	lipid	PA(40:6)	Mus musculus	1321	Mass spectrometry
1361	lipid	PA(40:5)	Mus musculus	1321	Mass spectrometry
1362	lipid	PG(30:1)	Mus musculus	1321	Mass spectrometry
1363	lipid	PG(30:0)	Mus musculus	1321	Mass spectrometry
1364	lipid	PG(32:2)	Mus musculus	1321	Mass spectrometry
1365	lipid	PG(32:1)	Mus musculus	1321	Mass spectrometry
1366	lipid	PG(32:0)	Mus musculus	1321	Mass spectrometry
1367	lipid	PG(34:4)	Mus musculus	1321	Mass spectrometry
1368	lipid	PG(34:3)	Mus musculus	1321	Mass spectrometry
1369	lipid	PG(34:2)	Mus musculus	1321	Mass spectrometry
1370	lipid	PG(34:1)	Mus musculus	1321	Mass spectrometry
1371	lipid	PG(34:0)	Mus musculus	1321	Mass spectrometry
1372	lipid	PG(36:4)	Mus musculus	1321	Mass spectrometry
1373	lipid	PG(36:3)	Mus musculus	1321	Mass spectrometry
1374	lipid	PG(36:2)	Mus musculus	1321	Mass spectrometry
1375	lipid	PG(36:1)	Mus musculus	1321	Mass spectrometry
1376	lipid	PG(38:6)	Mus musculus	1321	Mass spectrometry
1377	lipid	PG(38:5)	Mus musculus	1321	Mass spectrometry
1378	lipid	14:0/16:1	Mus musculus	1321	Mass spectrometry
1379	lipid	16:0/14:1	Mus musculus	1321	Mass spectrometry
1380	lipid	14:0/16:0	Mus musculus	1321	Mass spectrometry
1381	lipid	16:0/16:1	Mus musculus	1321	Mass spectrometry
1382	lipid	16:0/16:0	Mus musculus	1321	Mass spectrometry
1383	lipid	18:3/16:1	Mus musculus	1321	Mass spectrometry
1384	lipid	14:0/20:4	Mus musculus	1321	Mass spectrometry
1385	lipid	14:1/20:3	Mus musculus	1321	Mass spectrometry
1386	lipid	18:3/16:0	Mus musculus	1321	Mass spectrometry
1387	lipid	18:2/16:1	Mus musculus	1321	Mass spectrometry
1388	lipid	14:0/20:3	Mus musculus	1321	Mass spectrometry
1389	lipid	18:2/16:0	Mus musculus	1321	Mass spectrometry
1390	lipid	18:1/16:1	Mus musculus	1321	Mass spectrometry
1391	lipid	18:1/16:0	Mus musculus	1321	Mass spectrometry
1392	lipid	18:0/16:1	Mus musculus	1321	Mass spectrometry
1393	lipid	18:3/18:3	Mus musculus	1321	Mass spectrometry
1394	lipid	16:1/20:5	Mus musculus	1321	Mass spectrometry
1395	lipid	18:3/18:2	Mus musculus	1321	Mass spectrometry
1396	lipid	16:0/20:5	Mus musculus	1321	Mass spectrometry
1397	lipid	16:1/20:4	Mus musculus	1321	Mass spectrometry
1398	lipid	18:3/18:1	Mus musculus	1321	Mass spectrometry
1399	lipid	18:2/18:2	Mus musculus	1321	Mass spectrometry
1400	lipid	16:0/20:4	Mus musculus	1321	Mass spectrometry
1401	lipid	16:1/20:3	Mus musculus	1321	Mass spectrometry
1402	lipid	18:3/18:0	Mus musculus	1321	Mass spectrometry
1403	lipid	18:2/18:1	Mus musculus	1321	Mass spectrometry
1404	lipid	16:0/20:3	Mus musculus	1321	Mass spectrometry
1405	lipid	16:1/20:2	Mus musculus	1321	Mass spectrometry
1406	lipid	18:2/18:0	Mus musculus	1321	Mass spectrometry
1407	lipid	18:1/18:1	Mus musculus	1321	Mass spectrometry
1408	lipid	16:0/20:2	Mus musculus	1321	Mass spectrometry
1409	lipid	18:1/18:0	Mus musculus	1321	Mass spectrometry
1410	lipid	18:2/20:5	Mus musculus	1321	Mass spectrometry
1411	lipid	18:3/20:4	Mus musculus	1321	Mass spectrometry
1412	lipid	18:1/20:5	Mus musculus	1321	Mass spectrometry
1413	lipid	18:2/20:4	Mus musculus	1321	Mass spectrometry
1414	lipid	16:0/22:6	Mus musculus	1321	Mass spectrometry
1415	lipid	16:1/22:5	Mus musculus	1321	Mass spectrometry
1416	lipid	18:0/20:5	Mus musculus	1321	Mass spectrometry
1417	lipid	18:1/20:4	Mus musculus	1321	Mass spectrometry
1418	lipid	18:2/20:3	Mus musculus	1321	Mass spectrometry
1419	lipid	18:3/20:2	Mus musculus	1321	Mass spectrometry
1420	lipid	16:0/22:5	Mus musculus	1321	Mass spectrometry
1421	lipid	16:1/22:4	Mus musculus	1321	Mass spectrometry
1422	lipid	18:0/20:4	Mus musculus	1321	Mass spectrometry
1423	lipid	18:1/20:3	Mus musculus	1321	Mass spectrometry
1424	lipid	16:0/22:4	Mus musculus	1321	Mass spectrometry
1425	lipid	18:0/20:3	Mus musculus	1321	Mass spectrometry
1426	lipid	18:1/20:2	Mus musculus	1321	Mass spectrometry
1427	lipid	18:1/22:6	Mus musculus	1321	Mass spectrometry
1428	lipid	18:2/22:5	Mus musculus	1321	Mass spectrometry
1429	lipid	18:3/22:4	Mus musculus	1321	Mass spectrometry
1430	lipid	20:2/20:5	Mus musculus	1321	Mass spectrometry
1431	lipid	20:3/20:4	Mus musculus	1321	Mass spectrometry
1432	lipid	18:0/22:6	Mus musculus	1321	Mass spectrometry
1433	lipid	18:1/22:5	Mus musculus	1321	Mass spectrometry
1434	lipid	18:2/22:4	Mus musculus	1321	Mass spectrometry
1435	lipid	20:2/20:4	Mus musculus	1321	Mass spectrometry
1436	lipid	20:3/20:3	Mus musculus	1321	Mass spectrometry
1437	lipid	18:0/22:5	Mus musculus	1321	Mass spectrometry
1438	lipid	18:1/22:4	Mus musculus	1321	Mass spectrometry
1439	lipid	20:2/20:3	Mus musculus	1321	Mass spectrometry
1440	lipid	1.834722222	Mus musculus	1321	Mass spectrometry
1441	lipid	1.834027778	Mus musculus	1321	Mass spectrometry
1442	lipid	1.833333333	Mus musculus	1321	Mass spectrometry
1443	lipid	e46:3	Mus musculus	1321	Mass spectrometry
1444	lipid	e46:2	Mus musculus	1321	Mass spectrometry
1445	lipid	e46:1	Mus musculus	1321	Mass spectrometry
1446	lipid	e46:0	Mus musculus	1321	Mass spectrometry
1447	lipid	1.91875	Mus musculus	1321	Mass spectrometry
1448	lipid	1.918055556	Mus musculus	1321	Mass spectrometry
1449	lipid	1.917361111	Mus musculus	1321	Mass spectrometry
1450	lipid	1.916666667	Mus musculus	1321	Mass spectrometry
1451	lipid	e48:4	Mus musculus	1321	Mass spectrometry
1452	lipid	e48:3	Mus musculus	1321	Mass spectrometry
1453	lipid	e48:2	Mus musculus	1321	Mass spectrometry
1454	lipid	e48:1	Mus musculus	1321	Mass spectrometry
1455	lipid	e48:0	Mus musculus	1321	Mass spectrometry
1456	lipid	2.002777778	Mus musculus	1321	Mass spectrometry
1457	lipid	2.002083333	Mus musculus	1321	Mass spectrometry
1458	lipid	2.001388889	Mus musculus	1321	Mass spectrometry
1459	lipid	2.000694444	Mus musculus	1321	Mass spectrometry
1460	lipid	2	Mus musculus	1321	Mass spectrometry
1461	lipid	e50:4	Mus musculus	1321	Mass spectrometry
1462	lipid	e50:3	Mus musculus	1321	Mass spectrometry
1463	lipid	e50:2	Mus musculus	1321	Mass spectrometry
1464	lipid	e50:1	Mus musculus	1321	Mass spectrometry
1465	lipid	e50:0	Mus musculus	1321	Mass spectrometry
1466	lipid	2.086111111	Mus musculus	1321	Mass spectrometry
1467	lipid	2.085416667	Mus musculus	1321	Mass spectrometry
1468	lipid	2.084722222	Mus musculus	1321	Mass spectrometry
1469	lipid	2.084027778	Mus musculus	1321	Mass spectrometry
1470	lipid	2.083333333	Mus musculus	1321	Mass spectrometry
1471	lipid	e52:5	Mus musculus	1321	Mass spectrometry
1472	lipid	e52:4	Mus musculus	1321	Mass spectrometry
1473	lipid	e52:3	Mus musculus	1321	Mass spectrometry
1474	lipid	e52:2	Mus musculus	1321	Mass spectrometry
1475	lipid	e52:1	Mus musculus	1321	Mass spectrometry
1476	lipid	e52:0	Mus musculus	1321	Mass spectrometry
1477	lipid	2.170833333	Mus musculus	1321	Mass spectrometry
1478	lipid	2.170138889	Mus musculus	1321	Mass spectrometry
1479	lipid	2.169444444	Mus musculus	1321	Mass spectrometry
1480	lipid	2.16875	Mus musculus	1321	Mass spectrometry
1481	lipid	2.168055556	Mus musculus	1321	Mass spectrometry
1482	lipid	2.167361111	Mus musculus	1321	Mass spectrometry
1483	lipid	52:0/e54:7	Mus musculus	1321	Mass spectrometry
1484	lipid	e54:6	Mus musculus	1321	Mass spectrometry
1485	lipid	e54:5	Mus musculus	1321	Mass spectrometry
1486	lipid	e54:4	Mus musculus	1321	Mass spectrometry
1487	lipid	e54:3	Mus musculus	1321	Mass spectrometry
1488	lipid	e54:2	Mus musculus	1321	Mass spectrometry
1489	lipid	e54:1	Mus musculus	1321	Mass spectrometry
1490	lipid	54:7/e54:0	Mus musculus	1321	Mass spectrometry
1491	lipid	2.254166667	Mus musculus	1321	Mass spectrometry
1492	lipid	2.253472222	Mus musculus	1321	Mass spectrometry
1493	lipid	2.252777778	Mus musculus	1321	Mass spectrometry
1494	lipid	2.252083333	Mus musculus	1321	Mass spectrometry
1495	lipid	2.251388889	Mus musculus	1321	Mass spectrometry
1496	lipid	2.250694444	Mus musculus	1321	Mass spectrometry
1497	lipid	54:0/e56:7	Mus musculus	1321	Mass spectrometry
1498	lipid	e56:6	Mus musculus	1321	Mass spectrometry
1499	lipid	e56:5	Mus musculus	1321	Mass spectrometry
1500	lipid	e56:4	Mus musculus	1321	Mass spectrometry
1501	lipid	e56:3	Mus musculus	1321	Mass spectrometry
1502	lipid	e56:2	Mus musculus	1321	Mass spectrometry
1503	lipid	e56:1	Mus musculus	1321	Mass spectrometry
1504	lipid	56:7/e56:0	Mus musculus	1321	Mass spectrometry
1505	lipid	2.3375	Mus musculus	1321	Mass spectrometry
1506	lipid	2.336805556	Mus musculus	1321	Mass spectrometry
1507	lipid	2.336111111	Mus musculus	1321	Mass spectrometry
1508	lipid	2.335416667	Mus musculus	1321	Mass spectrometry
1509	lipid	2.334722222	Mus musculus	1321	Mass spectrometry
1510	lipid	2.334027778	Mus musculus	1321	Mass spectrometry
1511	lipid	e58:7/56:0	Mus musculus	1321	Mass spectrometry
1512	lipid	e58:6	Mus musculus	1321	Mass spectrometry
1513	lipid	e58:5	Mus musculus	1321	Mass spectrometry
1514	lipid	e58:4	Mus musculus	1321	Mass spectrometry
1515	lipid	e58:3	Mus musculus	1321	Mass spectrometry
1516	lipid	e58:2	Mus musculus	1321	Mass spectrometry
1517	lipid	e58:1/58:8	Mus musculus	1321	Mass spectrometry
1518	lipid	58:7/e58:0	Mus musculus	1321	Mass spectrometry
1519	lipid	2.420833333	Mus musculus	1321	Mass spectrometry
1520	lipid	2.420138889	Mus musculus	1321	Mass spectrometry
1521	lipid	2.419444444	Mus musculus	1321	Mass spectrometry
1522	lipid	2.41875	Mus musculus	1321	Mass spectrometry
1523	lipid	2.418055556	Mus musculus	1321	Mass spectrometry
1524	lipid	2.417361111	Mus musculus	1321	Mass spectrometry
1525	lipid	e60:7/58:0	Mus musculus	1321	Mass spectrometry
1526	lipid	e60:6	Mus musculus	1321	Mass spectrometry
1527	lipid	e60:5	Mus musculus	1321	Mass spectrometry
1528	lipid	e60:4	Mus musculus	1321	Mass spectrometry
1529	lipid	e60:3	Mus musculus	1321	Mass spectrometry
1530	lipid	e60:2	Mus musculus	1321	Mass spectrometry
1531	lipid	60:8/e60:1	Mus musculus	1321	Mass spectrometry
1532	lipid	60:7/e60:0	Mus musculus	1321	Mass spectrometry
1533	lipid	2.504166667	Mus musculus	1321	Mass spectrometry
1534	lipid	2.503472222	Mus musculus	1321	Mass spectrometry
1535	lipid	2.502777778	Mus musculus	1321	Mass spectrometry
1536	lipid	2.502083333	Mus musculus	1321	Mass spectrometry
1537	lipid	2.501388889	Mus musculus	1321	Mass spectrometry
1538	lipid	2.500694444	Mus musculus	1321	Mass spectrometry
1539	lipid	LPC(16:1)	Mus musculus	1322	Mass spectrometry
1540	lipid	LPC(16:0)	Mus musculus	1322	Mass spectrometry
1541	lipid	LPC(18:3)	Mus musculus	1322	Mass spectrometry
1542	lipid	LPC(18:2)	Mus musculus	1322	Mass spectrometry
1543	lipid	LPC(18:1)	Mus musculus	1322	Mass spectrometry
1544	lipid	LPC(18:0)	Mus musculus	1322	Mass spectrometry
1545	lipid	LPC(20:5)	Mus musculus	1322	Mass spectrometry
1546	lipid	LPC(20:4)	Mus musculus	1322	Mass spectrometry
1547	lipid	LPC(20:3)	Mus musculus	1322	Mass spectrometry
1548	lipid	LPC(20:2)	Mus musculus	1322	Mass spectrometry
1549	lipid	LPC(20:1)	Mus musculus	1322	Mass spectrometry
1550	lipid	LPC(20:0)	Mus musculus	1322	Mass spectrometry
1551	lipid	LPC(22:6)	Mus musculus	1322	Mass spectrometry
1552	lipid	LPC(22:5)	Mus musculus	1322	Mass spectrometry
1553	lipid	PC(28:1)	Mus musculus	1322	Mass spectrometry
1554	lipid	PC(30:1)	Mus musculus	1322	Mass spectrometry
1555	lipid	PC(30:0)	Mus musculus	1322	Mass spectrometry
1556	lipid	PC(32:2)	Mus musculus	1322	Mass spectrometry
1557	lipid	PC(32:1)	Mus musculus	1322	Mass spectrometry
1558	lipid	PC(32:0)	Mus musculus	1322	Mass spectrometry
1559	lipid	PC(34:4)	Mus musculus	1322	Mass spectrometry
1560	lipid	PC(34:3)	Mus musculus	1322	Mass spectrometry
1561	lipid	PC(34:2)	Mus musculus	1322	Mass spectrometry
1562	lipid	PC(34:1)	Mus musculus	1322	Mass spectrometry
1563	lipid	PC(34:0)	Mus musculus	1322	Mass spectrometry
1564	lipid	PC(36:6)	Mus musculus	1322	Mass spectrometry
1565	lipid	PC(36:5)	Mus musculus	1322	Mass spectrometry
1566	lipid	PC(36:4)	Mus musculus	1322	Mass spectrometry
1567	lipid	PC(36:3)	Mus musculus	1322	Mass spectrometry
1568	lipid	PC(36:2)	Mus musculus	1322	Mass spectrometry
1569	lipid	PC(36:1)	Mus musculus	1322	Mass spectrometry
1570	lipid	PC(36:0)	Mus musculus	1322	Mass spectrometry
1571	lipid	PC(38:6)	Mus musculus	1322	Mass spectrometry
1572	lipid	PC(38:5)	Mus musculus	1322	Mass spectrometry
1573	lipid	PC(38:4)	Mus musculus	1322	Mass spectrometry
1574	lipid	PC(38:3)	Mus musculus	1322	Mass spectrometry
1575	lipid	PC(38:2)	Mus musculus	1322	Mass spectrometry
1576	lipid	PC(38:1)	Mus musculus	1322	Mass spectrometry
1577	lipid	PC(38:0)	Mus musculus	1322	Mass spectrometry
1578	lipid	PC(40:8)	Mus musculus	1322	Mass spectrometry
1579	lipid	PC(40:7)	Mus musculus	1322	Mass spectrometry
1580	lipid	PC(40:6)	Mus musculus	1322	Mass spectrometry
1581	lipid	PC(40:5)	Mus musculus	1322	Mass spectrometry
1582	lipid	PC(40:4)	Mus musculus	1322	Mass spectrometry
1583	lipid	PC(40:3)	Mus musculus	1322	Mass spectrometry
1584	lipid	PC(40:2)	Mus musculus	1322	Mass spectrometry
1585	lipid	PC(42:11)	Mus musculus	1322	Mass spectrometry
1586	lipid	PC(42:10)	Mus musculus	1322	Mass spectrometry
1587	lipid	PC(42:9)	Mus musculus	1322	Mass spectrometry
1588	lipid	PC(42:8)	Mus musculus	1322	Mass spectrometry
1589	lipid	PC(42:7)	Mus musculus	1322	Mass spectrometry
1590	lipid	PC(42:6)	Mus musculus	1322	Mass spectrometry
1591	lipid	PC(42:5)	Mus musculus	1322	Mass spectrometry
1592	lipid	PC(42:4)	Mus musculus	1322	Mass spectrometry
