CONTENT ID	CONTENT TYPE	LIPID ID	SPECIES	EXPERIMENT ID	METHODS
3196	lipid	PS(32:1)	Mus musculus	1324	Mass spectrometry
3197	lipid	PS(32:0)	Mus musculus	1324	Mass spectrometry
3198	lipid	PS(34:4)	Mus musculus	1324	Mass spectrometry
3199	lipid	PS(34:3)	Mus musculus	1324	Mass spectrometry
3200	lipid	PS(34:2)	Mus musculus	1324	Mass spectrometry
3201	lipid	PS(34:1)	Mus musculus	1324	Mass spectrometry
3202	lipid	PS(34:0)	Mus musculus	1324	Mass spectrometry
3203	lipid	PS(36:6)	Mus musculus	1324	Mass spectrometry
3204	lipid	PS(36:5)	Mus musculus	1324	Mass spectrometry
3205	lipid	PS(36:4)	Mus musculus	1324	Mass spectrometry
3206	lipid	PS(36:3)	Mus musculus	1324	Mass spectrometry
3207	lipid	PS(36:2)	Mus musculus	1324	Mass spectrometry
3208	lipid	PS(36:1)	Mus musculus	1324	Mass spectrometry
3209	lipid	PS(36:0)	Mus musculus	1324	Mass spectrometry
3210	lipid	PS(38:7)	Mus musculus	1324	Mass spectrometry
3211	lipid	PS(38:6)	Mus musculus	1324	Mass spectrometry
3212	lipid	PS(38:5)	Mus musculus	1324	Mass spectrometry
3213	lipid	PS(38:4)	Mus musculus	1324	Mass spectrometry
3214	lipid	PS(38:3)	Mus musculus	1324	Mass spectrometry
3215	lipid	PS(38:2)	Mus musculus	1324	Mass spectrometry
3216	lipid	PS(38:1)	Mus musculus	1324	Mass spectrometry
3217	lipid	PS(38:0)	Mus musculus	1324	Mass spectrometry
3218	lipid	PS(40:8)	Mus musculus	1324	Mass spectrometry
3219	lipid	PS(40:7)	Mus musculus	1324	Mass spectrometry
3220	lipid	PS(40:6)	Mus musculus	1324	Mass spectrometry
3221	lipid	PS(40:5)	Mus musculus	1324	Mass spectrometry
3222	lipid	PS(40:4)	Mus musculus	1324	Mass spectrometry
3223	lipid	PS(40:3)	Mus musculus	1324	Mass spectrometry
3224	lipid	PS(40:2)	Mus musculus	1324	Mass spectrometry
3225	lipid	PS(40:1)	Mus musculus	1324	Mass spectrometry
3226	lipid	PS(42:11)	Mus musculus	1324	Mass spectrometry
3227	lipid	PS(42:10)	Mus musculus	1324	Mass spectrometry
3228	lipid	PS(42:9)	Mus musculus	1324	Mass spectrometry
3229	lipid	PS(42:8)	Mus musculus	1324	Mass spectrometry
3230	lipid	PS(42:7)	Mus musculus	1324	Mass spectrometry
3231	lipid	PS(42:6)	Mus musculus	1324	Mass spectrometry
3232	lipid	PS(42:5)	Mus musculus	1324	Mass spectrometry
3233	lipid	PS(44:12)	Mus musculus	1324	Mass spectrometry
3234	lipid	PS(44:11)	Mus musculus	1324	Mass spectrometry
3235	lipid	PS(44:10)	Mus musculus	1324	Mass spectrometry
3236	lipid	PS(44:9)	Mus musculus	1324	Mass spectrometry
3237	lipid	PS(44:8)	Mus musculus	1324	Mass spectrometry
3238	lipid	PS(44:7)	Mus musculus	1324	Mass spectrometry
3239	lipid	PS(44:6)	Mus musculus	1324	Mass spectrometry
3240	lipid	PS(44:5)	Mus musculus	1324	Mass spectrometry
3241	lipid	PS(44:4)	Mus musculus	1324	Mass spectrometry
3242	lipid	PS(44:3)	Mus musculus	1324	Mass spectrometry
3243	lipid	PS(44:2)	Mus musculus	1324	Mass spectrometry
3244	lipid	ePS(34:2)	Mus musculus	1324	Mass spectrometry
3245	lipid	ePS(34:1)	Mus musculus	1324	Mass spectrometry
3246	lipid	ePS(36:3)	Mus musculus	1324	Mass spectrometry
3247	lipid	ePS(36:2)	Mus musculus	1324	Mass spectrometry
3248	lipid	ePS(36:1)	Mus musculus	1324	Mass spectrometry
3249	lipid	ePS(36:0)	Mus musculus	1324	Mass spectrometry
3250	lipid	ePS(38:6)	Mus musculus	1324	Mass spectrometry
3251	lipid	ePS(38:5)	Mus musculus	1324	Mass spectrometry
3252	lipid	ePS(38:4)	Mus musculus	1324	Mass spectrometry
3253	lipid	ePS(38:3)	Mus musculus	1324	Mass spectrometry
3254	lipid	ePS(38:2)	Mus musculus	1324	Mass spectrometry
3255	lipid	ePS(38:1)	Mus musculus	1324	Mass spectrometry
3256	lipid	ePS(40:5)	Mus musculus	1324	Mass spectrometry
3257	lipid	ePS(40:4)	Mus musculus	1324	Mass spectrometry
3258	lipid	ePS(40:3)	Mus musculus	1324	Mass spectrometry
3259	lipid	ePS(40:2)	Mus musculus	1324	Mass spectrometry
3260	lipid	PA(32:4)	Mus musculus	1324	Mass spectrometry
3261	lipid	PA(32:3)	Mus musculus	1324	Mass spectrometry
3262	lipid	PA(32:2)	Mus musculus	1324	Mass spectrometry
3263	lipid	PA(32:1)	Mus musculus	1324	Mass spectrometry
3264	lipid	PA(32:0)	Mus musculus	1324	Mass spectrometry
3265	lipid	PA(34:4)	Mus musculus	1324	Mass spectrometry
3266	lipid	PA(34:3)	Mus musculus	1324	Mass spectrometry
3267	lipid	PA(34:2)	Mus musculus	1324	Mass spectrometry
3268	lipid	PA(34:1)	Mus musculus	1324	Mass spectrometry
3269	lipid	PA(36:6)	Mus musculus	1324	Mass spectrometry
3270	lipid	PA(36:5)	Mus musculus	1324	Mass spectrometry
3271	lipid	PA(36:4)	Mus musculus	1324	Mass spectrometry
3272	lipid	PA(36:3)	Mus musculus	1324	Mass spectrometry
3273	lipid	PA(36:2)	Mus musculus	1324	Mass spectrometry
3274	lipid	PA(38:6)	Mus musculus	1324	Mass spectrometry
3275	lipid	PA(38:5)	Mus musculus	1324	Mass spectrometry
3276	lipid	PA(38:4)	Mus musculus	1324	Mass spectrometry
3277	lipid	PA(38:3)	Mus musculus	1324	Mass spectrometry
3278	lipid	PA(38:2)	Mus musculus	1324	Mass spectrometry
3279	lipid	PA(40:7)	Mus musculus	1324	Mass spectrometry
3280	lipid	PA(40:6)	Mus musculus	1324	Mass spectrometry
3281	lipid	PA(40:5)	Mus musculus	1324	Mass spectrometry
3282	lipid	PG(30:1)	Mus musculus	1324	Mass spectrometry
3283	lipid	PG(30:0)	Mus musculus	1324	Mass spectrometry
3284	lipid	PG(32:2)	Mus musculus	1324	Mass spectrometry
3285	lipid	PG(32:1)	Mus musculus	1324	Mass spectrometry
3286	lipid	PG(32:0)	Mus musculus	1324	Mass spectrometry
3287	lipid	PG(34:4)	Mus musculus	1324	Mass spectrometry
3288	lipid	PG(34:3)	Mus musculus	1324	Mass spectrometry
3289	lipid	PG(34:2)	Mus musculus	1324	Mass spectrometry
3290	lipid	PG(34:1)	Mus musculus	1324	Mass spectrometry
3291	lipid	PG(34:0)	Mus musculus	1324	Mass spectrometry
3292	lipid	PG(36:4)	Mus musculus	1324	Mass spectrometry
3293	lipid	PG(36:3)	Mus musculus	1324	Mass spectrometry
3294	lipid	PG(36:2)	Mus musculus	1324	Mass spectrometry
3295	lipid	PG(36:1)	Mus musculus	1324	Mass spectrometry
3296	lipid	PG(38:6)	Mus musculus	1324	Mass spectrometry
3297	lipid	PG(38:5)	Mus musculus	1324	Mass spectrometry
3298	lipid	14:0/16:1	Mus musculus	1324	Mass spectrometry
3299	lipid	16:0/14:1	Mus musculus	1324	Mass spectrometry
3300	lipid	14:0/16:0	Mus musculus	1324	Mass spectrometry
3301	lipid	16:0/16:1	Mus musculus	1324	Mass spectrometry
3302	lipid	16:0/16:0	Mus musculus	1324	Mass spectrometry
3303	lipid	18:3/16:1	Mus musculus	1324	Mass spectrometry
3304	lipid	14:0/20:4	Mus musculus	1324	Mass spectrometry
3305	lipid	14:1/20:3	Mus musculus	1324	Mass spectrometry
3306	lipid	18:3/16:0	Mus musculus	1324	Mass spectrometry
3307	lipid	18:2/16:1	Mus musculus	1324	Mass spectrometry
3308	lipid	14:0/20:3	Mus musculus	1324	Mass spectrometry
3309	lipid	18:2/16:0	Mus musculus	1324	Mass spectrometry
3310	lipid	18:1/16:1	Mus musculus	1324	Mass spectrometry
3311	lipid	18:1/16:0	Mus musculus	1324	Mass spectrometry
3312	lipid	18:0/16:1	Mus musculus	1324	Mass spectrometry
3313	lipid	18:3/18:3	Mus musculus	1324	Mass spectrometry
3314	lipid	16:1/20:5	Mus musculus	1324	Mass spectrometry
3315	lipid	18:3/18:2	Mus musculus	1324	Mass spectrometry
3316	lipid	16:0/20:5	Mus musculus	1324	Mass spectrometry
3317	lipid	16:1/20:4	Mus musculus	1324	Mass spectrometry
3318	lipid	18:3/18:1	Mus musculus	1324	Mass spectrometry
3319	lipid	18:2/18:2	Mus musculus	1324	Mass spectrometry
3320	lipid	16:0/20:4	Mus musculus	1324	Mass spectrometry
3321	lipid	16:1/20:3	Mus musculus	1324	Mass spectrometry
3322	lipid	18:3/18:0	Mus musculus	1324	Mass spectrometry
3323	lipid	18:2/18:1	Mus musculus	1324	Mass spectrometry
3324	lipid	16:0/20:3	Mus musculus	1324	Mass spectrometry
3325	lipid	16:1/20:2	Mus musculus	1324	Mass spectrometry
3326	lipid	18:2/18:0	Mus musculus	1324	Mass spectrometry
3327	lipid	18:1/18:1	Mus musculus	1324	Mass spectrometry
3328	lipid	16:0/20:2	Mus musculus	1324	Mass spectrometry
3329	lipid	18:1/18:0	Mus musculus	1324	Mass spectrometry
3330	lipid	18:2/20:5	Mus musculus	1324	Mass spectrometry
3331	lipid	18:3/20:4	Mus musculus	1324	Mass spectrometry
3332	lipid	18:1/20:5	Mus musculus	1324	Mass spectrometry
3333	lipid	18:2/20:4	Mus musculus	1324	Mass spectrometry
3334	lipid	16:0/22:6	Mus musculus	1324	Mass spectrometry
3335	lipid	16:1/22:5	Mus musculus	1324	Mass spectrometry
3336	lipid	18:0/20:5	Mus musculus	1324	Mass spectrometry
3337	lipid	18:1/20:4	Mus musculus	1324	Mass spectrometry
3338	lipid	18:2/20:3	Mus musculus	1324	Mass spectrometry
3339	lipid	18:3/20:2	Mus musculus	1324	Mass spectrometry
3340	lipid	16:0/22:5	Mus musculus	1324	Mass spectrometry
3341	lipid	16:1/22:4	Mus musculus	1324	Mass spectrometry
3342	lipid	18:0/20:4	Mus musculus	1324	Mass spectrometry
3343	lipid	18:1/20:3	Mus musculus	1324	Mass spectrometry
3344	lipid	16:0/22:4	Mus musculus	1324	Mass spectrometry
3345	lipid	18:0/20:3	Mus musculus	1324	Mass spectrometry
3346	lipid	18:1/20:2	Mus musculus	1324	Mass spectrometry
3347	lipid	18:1/22:6	Mus musculus	1324	Mass spectrometry
3348	lipid	18:2/22:5	Mus musculus	1324	Mass spectrometry
3349	lipid	18:3/22:4	Mus musculus	1324	Mass spectrometry
3350	lipid	20:2/20:5	Mus musculus	1324	Mass spectrometry
3351	lipid	20:3/20:4	Mus musculus	1324	Mass spectrometry
3352	lipid	18:0/22:6	Mus musculus	1324	Mass spectrometry
3353	lipid	18:1/22:5	Mus musculus	1324	Mass spectrometry
3354	lipid	18:2/22:4	Mus musculus	1324	Mass spectrometry
3355	lipid	20:2/20:4	Mus musculus	1324	Mass spectrometry
3356	lipid	20:3/20:3	Mus musculus	1324	Mass spectrometry
3357	lipid	18:0/22:5	Mus musculus	1324	Mass spectrometry
3358	lipid	18:1/22:4	Mus musculus	1324	Mass spectrometry
3359	lipid	20:2/20:3	Mus musculus	1324	Mass spectrometry
3360	lipid	1.834722222	Mus musculus	1324	Mass spectrometry
3361	lipid	1.834027778	Mus musculus	1324	Mass spectrometry
3362	lipid	1.833333333	Mus musculus	1324	Mass spectrometry
3363	lipid	e46:3	Mus musculus	1324	Mass spectrometry
3364	lipid	e46:2	Mus musculus	1324	Mass spectrometry
3365	lipid	e46:1	Mus musculus	1324	Mass spectrometry
3366	lipid	e46:0	Mus musculus	1324	Mass spectrometry
3367	lipid	1.91875	Mus musculus	1324	Mass spectrometry
3368	lipid	1.918055556	Mus musculus	1324	Mass spectrometry
3369	lipid	1.917361111	Mus musculus	1324	Mass spectrometry
3370	lipid	1.916666667	Mus musculus	1324	Mass spectrometry
3371	lipid	e48:4	Mus musculus	1324	Mass spectrometry
3372	lipid	e48:3	Mus musculus	1324	Mass spectrometry
3373	lipid	e48:2	Mus musculus	1324	Mass spectrometry
3374	lipid	e48:1	Mus musculus	1324	Mass spectrometry
3375	lipid	e48:0	Mus musculus	1324	Mass spectrometry
3376	lipid	2.002777778	Mus musculus	1324	Mass spectrometry
3377	lipid	2.002083333	Mus musculus	1324	Mass spectrometry
3378	lipid	2.001388889	Mus musculus	1324	Mass spectrometry
3379	lipid	2.000694444	Mus musculus	1324	Mass spectrometry
3380	lipid	2	Mus musculus	1324	Mass spectrometry
3381	lipid	e50:4	Mus musculus	1324	Mass spectrometry
3382	lipid	e50:3	Mus musculus	1324	Mass spectrometry
3383	lipid	e50:2	Mus musculus	1324	Mass spectrometry
3384	lipid	e50:1	Mus musculus	1324	Mass spectrometry
3385	lipid	e50:0	Mus musculus	1324	Mass spectrometry
3386	lipid	2.086111111	Mus musculus	1324	Mass spectrometry
3387	lipid	2.085416667	Mus musculus	1324	Mass spectrometry
3388	lipid	2.084722222	Mus musculus	1324	Mass spectrometry
3389	lipid	2.084027778	Mus musculus	1324	Mass spectrometry
3390	lipid	2.083333333	Mus musculus	1324	Mass spectrometry
3391	lipid	e52:5	Mus musculus	1324	Mass spectrometry
3392	lipid	e52:4	Mus musculus	1324	Mass spectrometry
3393	lipid	e52:3	Mus musculus	1324	Mass spectrometry
3394	lipid	e52:2	Mus musculus	1324	Mass spectrometry
3395	lipid	e52:1	Mus musculus	1324	Mass spectrometry
3396	lipid	e52:0	Mus musculus	1324	Mass spectrometry
3397	lipid	2.170833333	Mus musculus	1324	Mass spectrometry
3398	lipid	2.170138889	Mus musculus	1324	Mass spectrometry
3399	lipid	2.169444444	Mus musculus	1324	Mass spectrometry
3400	lipid	2.16875	Mus musculus	1324	Mass spectrometry
3401	lipid	2.168055556	Mus musculus	1324	Mass spectrometry
3402	lipid	2.167361111	Mus musculus	1324	Mass spectrometry
3403	lipid	52:0/e54:7	Mus musculus	1324	Mass spectrometry
3404	lipid	e54:6	Mus musculus	1324	Mass spectrometry
3405	lipid	e54:5	Mus musculus	1324	Mass spectrometry
3406	lipid	e54:4	Mus musculus	1324	Mass spectrometry
3407	lipid	e54:3	Mus musculus	1324	Mass spectrometry
3408	lipid	e54:2	Mus musculus	1324	Mass spectrometry
3409	lipid	e54:1	Mus musculus	1324	Mass spectrometry
3410	lipid	54:7/e54:0	Mus musculus	1324	Mass spectrometry
3411	lipid	2.254166667	Mus musculus	1324	Mass spectrometry
3412	lipid	2.253472222	Mus musculus	1324	Mass spectrometry
3413	lipid	2.252777778	Mus musculus	1324	Mass spectrometry
3414	lipid	2.252083333	Mus musculus	1324	Mass spectrometry
3415	lipid	2.251388889	Mus musculus	1324	Mass spectrometry
3416	lipid	2.250694444	Mus musculus	1324	Mass spectrometry
3417	lipid	54:0/e56:7	Mus musculus	1324	Mass spectrometry
3418	lipid	e56:6	Mus musculus	1324	Mass spectrometry
3419	lipid	e56:5	Mus musculus	1324	Mass spectrometry
3420	lipid	e56:4	Mus musculus	1324	Mass spectrometry
3421	lipid	e56:3	Mus musculus	1324	Mass spectrometry
3422	lipid	e56:2	Mus musculus	1324	Mass spectrometry
3423	lipid	e56:1	Mus musculus	1324	Mass spectrometry
3424	lipid	56:7/e56:0	Mus musculus	1324	Mass spectrometry
3425	lipid	2.3375	Mus musculus	1324	Mass spectrometry
3426	lipid	2.336805556	Mus musculus	1324	Mass spectrometry
3427	lipid	2.336111111	Mus musculus	1324	Mass spectrometry
3428	lipid	2.335416667	Mus musculus	1324	Mass spectrometry
3429	lipid	2.334722222	Mus musculus	1324	Mass spectrometry
3430	lipid	2.334027778	Mus musculus	1324	Mass spectrometry
3431	lipid	e58:7/56:0	Mus musculus	1324	Mass spectrometry
3432	lipid	e58:6	Mus musculus	1324	Mass spectrometry
3433	lipid	e58:5	Mus musculus	1324	Mass spectrometry
3434	lipid	e58:4	Mus musculus	1324	Mass spectrometry
3435	lipid	e58:3	Mus musculus	1324	Mass spectrometry
3436	lipid	e58:2	Mus musculus	1324	Mass spectrometry
3437	lipid	e58:1/58:8	Mus musculus	1324	Mass spectrometry
3438	lipid	58:7/e58:0	Mus musculus	1324	Mass spectrometry
3439	lipid	2.420833333	Mus musculus	1324	Mass spectrometry
3440	lipid	2.420138889	Mus musculus	1324	Mass spectrometry
3441	lipid	2.419444444	Mus musculus	1324	Mass spectrometry
3442	lipid	2.41875	Mus musculus	1324	Mass spectrometry
3443	lipid	2.418055556	Mus musculus	1324	Mass spectrometry
3444	lipid	2.417361111	Mus musculus	1324	Mass spectrometry
3445	lipid	e60:7/58:0	Mus musculus	1324	Mass spectrometry
3446	lipid	e60:6	Mus musculus	1324	Mass spectrometry
3447	lipid	e60:5	Mus musculus	1324	Mass spectrometry
3448	lipid	e60:4	Mus musculus	1324	Mass spectrometry
3449	lipid	e60:3	Mus musculus	1324	Mass spectrometry
3450	lipid	e60:2	Mus musculus	1324	Mass spectrometry
3451	lipid	60:8/e60:1	Mus musculus	1324	Mass spectrometry
3452	lipid	60:7/e60:0	Mus musculus	1324	Mass spectrometry
3453	lipid	2.504166667	Mus musculus	1324	Mass spectrometry
3454	lipid	2.503472222	Mus musculus	1324	Mass spectrometry
3455	lipid	2.502777778	Mus musculus	1324	Mass spectrometry
3456	lipid	2.502083333	Mus musculus	1324	Mass spectrometry
3457	lipid	2.501388889	Mus musculus	1324	Mass spectrometry
3458	lipid	2.500694444	Mus musculus	1324	Mass spectrometry
3459	lipid	LPC(16:1)	Mus musculus	1328	Mass spectrometry
3460	lipid	LPC(16:0)	Mus musculus	1328	Mass spectrometry
3461	lipid	LPC(18:3)	Mus musculus	1328	Mass spectrometry
3462	lipid	LPC(18:2)	Mus musculus	1328	Mass spectrometry
3463	lipid	LPC(18:1)	Mus musculus	1328	Mass spectrometry
3464	lipid	LPC(18:0)	Mus musculus	1328	Mass spectrometry
3465	lipid	LPC(20:5)	Mus musculus	1328	Mass spectrometry
3466	lipid	LPC(20:4)	Mus musculus	1328	Mass spectrometry
3467	lipid	LPC(20:3)	Mus musculus	1328	Mass spectrometry
3468	lipid	LPC(20:2)	Mus musculus	1328	Mass spectrometry
3469	lipid	LPC(20:1)	Mus musculus	1328	Mass spectrometry
3470	lipid	LPC(20:0)	Mus musculus	1328	Mass spectrometry
3471	lipid	LPC(22:6)	Mus musculus	1328	Mass spectrometry
3472	lipid	LPC(22:5)	Mus musculus	1328	Mass spectrometry
3473	lipid	PC(28:1)	Mus musculus	1328	Mass spectrometry
3474	lipid	PC(30:1)	Mus musculus	1328	Mass spectrometry
3475	lipid	PC(30:0)	Mus musculus	1328	Mass spectrometry
3476	lipid	PC(32:2)	Mus musculus	1328	Mass spectrometry
3477	lipid	PC(32:1)	Mus musculus	1328	Mass spectrometry
3478	lipid	PC(32:0)	Mus musculus	1328	Mass spectrometry
3479	lipid	PC(34:4)	Mus musculus	1328	Mass spectrometry
3480	lipid	PC(34:3)	Mus musculus	1328	Mass spectrometry
3481	lipid	PC(34:2)	Mus musculus	1328	Mass spectrometry
3482	lipid	PC(34:1)	Mus musculus	1328	Mass spectrometry
3483	lipid	PC(34:0)	Mus musculus	1328	Mass spectrometry
3484	lipid	PC(36:6)	Mus musculus	1328	Mass spectrometry
3485	lipid	PC(36:5)	Mus musculus	1328	Mass spectrometry
3486	lipid	PC(36:4)	Mus musculus	1328	Mass spectrometry
3487	lipid	PC(36:3)	Mus musculus	1328	Mass spectrometry
3488	lipid	PC(36:2)	Mus musculus	1328	Mass spectrometry
3489	lipid	PC(36:1)	Mus musculus	1328	Mass spectrometry
3490	lipid	PC(36:0)	Mus musculus	1328	Mass spectrometry
3491	lipid	PC(38:6)	Mus musculus	1328	Mass spectrometry
3492	lipid	PC(38:5)	Mus musculus	1328	Mass spectrometry
3493	lipid	PC(38:4)	Mus musculus	1328	Mass spectrometry
3494	lipid	PC(38:3)	Mus musculus	1328	Mass spectrometry
3495	lipid	PC(38:2)	Mus musculus	1328	Mass spectrometry
3496	lipid	PC(38:1)	Mus musculus	1328	Mass spectrometry
3497	lipid	PC(38:0)	Mus musculus	1328	Mass spectrometry
3498	lipid	PC(40:8)	Mus musculus	1328	Mass spectrometry
3499	lipid	PC(40:7)	Mus musculus	1328	Mass spectrometry
3500	lipid	PC(40:6)	Mus musculus	1328	Mass spectrometry
3501	lipid	PC(40:5)	Mus musculus	1328	Mass spectrometry
3502	lipid	PC(40:4)	Mus musculus	1328	Mass spectrometry
3503	lipid	PC(40:3)	Mus musculus	1328	Mass spectrometry
3504	lipid	PC(40:2)	Mus musculus	1328	Mass spectrometry
3505	lipid	PC(42:11)	Mus musculus	1328	Mass spectrometry
3506	lipid	PC(42:10)	Mus musculus	1328	Mass spectrometry
3507	lipid	PC(42:9)	Mus musculus	1328	Mass spectrometry
3508	lipid	PC(42:8)	Mus musculus	1328	Mass spectrometry
3509	lipid	PC(42:7)	Mus musculus	1328	Mass spectrometry
3510	lipid	PC(42:6)	Mus musculus	1328	Mass spectrometry
3511	lipid	PC(42:5)	Mus musculus	1328	Mass spectrometry
3512	lipid	PC(42:4)	Mus musculus	1328	Mass spectrometry
3513	lipid	PC(42:3)	Mus musculus	1328	Mass spectrometry
3514	lipid	PC(42:2)	Mus musculus	1328	Mass spectrometry
3515	lipid	PC(44:12)	Mus musculus	1328	Mass spectrometry
3516	lipid	PC(44:11)	Mus musculus	1328	Mass spectrometry
3517	lipid	PC(44:10)	Mus musculus	1328	Mass spectrometry
3518	lipid	PC(44:9)	Mus musculus	1328	Mass spectrometry
3519	lipid	PC(44:8)	Mus musculus	1328	Mass spectrometry
3520	lipid	PC(44:7)	Mus musculus	1328	Mass spectrometry
3521	lipid	PC(44:6)	Mus musculus	1328	Mass spectrometry
3522	lipid	PC(44:5)	Mus musculus	1328	Mass spectrometry
3523	lipid	PC(44:4)	Mus musculus	1328	Mass spectrometry
3524	lipid	PC(44:3)	Mus musculus	1328	Mass spectrometry
3525	lipid	PC(44:2)	Mus musculus	1328	Mass spectrometry
3526	lipid	SM(16:1)	Mus musculus	1328	Mass spectrometry
3527	lipid	SM(16:0)	Mus musculus	1328	Mass spectrometry
3528	lipid	DSM(16:0)	Mus musculus	1328	Mass spectrometry
3529	lipid	SM(18:1)	Mus musculus	1328	Mass spectrometry
3530	lipid	SM(18:0)	Mus musculus	1328	Mass spectrometry
3531	lipid	DSM(18:0)	Mus musculus	1328	Mass spectrometry
3532	lipid	SM(22:1)	Mus musculus	1328	Mass spectrometry
3533	lipid	SM(22:0)	Mus musculus	1328	Mass spectrometry
3534	lipid	DSM(22:0)	Mus musculus	1328	Mass spectrometry
3535	lipid	SM(24:1)	Mus musculus	1328	Mass spectrometry
3536	lipid	SM(24:0)	Mus musculus	1328	Mass spectrometry
3537	lipid	DSM(24:0)	Mus musculus	1328	Mass spectrometry
3538	lipid	ePC(32:3)	Mus musculus	1328	Mass spectrometry
3539	lipid	ePC(32:2)	Mus musculus	1328	Mass spectrometry
3540	lipid	ePC(32:1)	Mus musculus	1328	Mass spectrometry
3541	lipid	ePC(32:0)	Mus musculus	1328	Mass spectrometry
3542	lipid	ePC(34:4)	Mus musculus	1328	Mass spectrometry
3543	lipid	ePC(34:3)	Mus musculus	1328	Mass spectrometry
3544	lipid	ePC(34:2)	Mus musculus	1328	Mass spectrometry
3545	lipid	ePC(34:1)	Mus musculus	1328	Mass spectrometry
3546	lipid	ePC(34:0)	Mus musculus	1328	Mass spectrometry
3547	lipid	ePC(36:5)	Mus musculus	1328	Mass spectrometry
3548	lipid	ePC(36:4)	Mus musculus	1328	Mass spectrometry
3549	lipid	ePC(36:3)	Mus musculus	1328	Mass spectrometry
3550	lipid	ePC(36:2)	Mus musculus	1328	Mass spectrometry
3551	lipid	ePC(36:1)	Mus musculus	1328	Mass spectrometry
3552	lipid	ePC(36:0)	Mus musculus	1328	Mass spectrometry
3553	lipid	ePC(38:6)	Mus musculus	1328	Mass spectrometry
3554	lipid	ePC(38:5)	Mus musculus	1328	Mass spectrometry
3555	lipid	ePC(38:4)	Mus musculus	1328	Mass spectrometry
3556	lipid	ePC(38:3)	Mus musculus	1328	Mass spectrometry
3557	lipid	ePC(38:2)	Mus musculus	1328	Mass spectrometry
3558	lipid	ePC(38:1)	Mus musculus	1328	Mass spectrometry
3559	lipid	ePC(38:0)	Mus musculus	1328	Mass spectrometry
3560	lipid	ePC(40:6)	Mus musculus	1328	Mass spectrometry
3561	lipid	ePC(40:5)	Mus musculus	1328	Mass spectrometry
3562	lipid	ePC(40:4)	Mus musculus	1328	Mass spectrometry
3563	lipid	ePC(40:3)	Mus musculus	1328	Mass spectrometry
3564	lipid	ePC(40:2)	Mus musculus	1328	Mass spectrometry
3565	lipid	LPE(16:1)	Mus musculus	1328	Mass spectrometry
3566	lipid	LPE(16:0)	Mus musculus	1328	Mass spectrometry
3567	lipid	LPE(18:3)	Mus musculus	1328	Mass spectrometry
3568	lipid	LPE(18:2)	Mus musculus	1328	Mass spectrometry
3569	lipid	LPE(18:1)	Mus musculus	1328	Mass spectrometry
3570	lipid	LPE(20:5)	Mus musculus	1328	Mass spectrometry
3571	lipid	LPE(20:4)	Mus musculus	1328	Mass spectrometry
3572	lipid	LPE(20:3)	Mus musculus	1328	Mass spectrometry
3573	lipid	LPE(20:2)	Mus musculus	1328	Mass spectrometry
3574	lipid	LPE(20:1)	Mus musculus	1328	Mass spectrometry
3575	lipid	LPE(20:0)	Mus musculus	1328	Mass spectrometry
3576	lipid	LPE(22:6)	Mus musculus	1328	Mass spectrometry
3577	lipid	LPE(22:5)	Mus musculus	1328	Mass spectrometry
3578	lipid	PE(28:1)	Mus musculus	1328	Mass spectrometry
3579	lipid	PE(28:0)	Mus musculus	1328	Mass spectrometry
3580	lipid	PE(30:1)	Mus musculus	1328	Mass spectrometry
3581	lipid	PE(30:0)	Mus musculus	1328	Mass spectrometry
3582	lipid	PE(32:2)	Mus musculus	1328	Mass spectrometry
3583	lipid	PE(32:1)	Mus musculus	1328	Mass spectrometry
3584	lipid	PE(32:0)	Mus musculus	1328	Mass spectrometry
3585	lipid	PE(34:4)	Mus musculus	1328	Mass spectrometry
3586	lipid	PE(34:3)	Mus musculus	1328	Mass spectrometry
3587	lipid	PE(34:2)	Mus musculus	1328	Mass spectrometry
3588	lipid	PE(34:1)	Mus musculus	1328	Mass spectrometry
3589	lipid	PE(34:0)	Mus musculus	1328	Mass spectrometry
3590	lipid	PE(36:6)	Mus musculus	1328	Mass spectrometry
3591	lipid	PE(36:5)	Mus musculus	1328	Mass spectrometry
3592	lipid	PE(36:4)	Mus musculus	1328	Mass spectrometry
3593	lipid	PE(36:3)	Mus musculus	1328	Mass spectrometry
3594	lipid	PE(36:2)	Mus musculus	1328	Mass spectrometry
3595	lipid	PE(36:1)	Mus musculus	1328	Mass spectrometry
3596	lipid	PE(36:0)	Mus musculus	1328	Mass spectrometry
3597	lipid	PE(38:6)	Mus musculus	1328	Mass spectrometry
3598	lipid	PE(38:5)	Mus musculus	1328	Mass spectrometry
3599	lipid	PE(38:4)	Mus musculus	1328	Mass spectrometry
3600	lipid	PE(38:3)	Mus musculus	1328	Mass spectrometry
3601	lipid	PE(38:2)	Mus musculus	1328	Mass spectrometry
3602	lipid	PE(38:1)	Mus musculus	1328	Mass spectrometry
3603	lipid	PE(38:0)	Mus musculus	1328	Mass spectrometry
3604	lipid	PE(40:8)	Mus musculus	1328	Mass spectrometry
3605	lipid	PE(40:7)	Mus musculus	1328	Mass spectrometry
3606	lipid	PE(40:6)	Mus musculus	1328	Mass spectrometry
3607	lipid	PE(40:5)	Mus musculus	1328	Mass spectrometry
3608	lipid	PE(40:4)	Mus musculus	1328	Mass spectrometry
3609	lipid	PE(40:3)	Mus musculus	1328	Mass spectrometry
